run_id,driver_id,taiwan_code,ticker,name,reaction_state,candidate_action,decision_stage,stock_vs_etf_state,entry_trigger_state,recorded_at
20260906T102742+0800-8e1355c0,FINANCIALS_RATE_CREDIT_CYCLE,2891,2891.TW,中信金,PRE_CONFIRMATION,WATCH_RESEARCH,GATE_1_CAUSAL,ETF_CORE_PREFERRED,NOT_TRIGGERED,2026-09-06T02:30:46.727693+00:00
20260906T102742+0800-8e1355c0,AI_SERVER_SHIPMENTS,2356,2356.TW,英業達,CONFIRMING,WATCH_RESEARCH,GATE_2_TRANSMISSION,STOCK_BLOCKED_WEAK_EDGE,NOT_TRIGGERED,2026-09-06T02:30:46.727693+00:00
20260906T102742+0800-8e1355c0,FINANCIALS_RATE_CREDIT_CYCLE,2886,2886.TW,兆豐金,PRE_CONFIRMATION,WATCH_RESEARCH,GATE_1_CAUSAL,ETF_CORE_PREFERRED,NOT_TRIGGERED,2026-09-06T02:30:46.727693+00:00
20260906T102742+0800-8e1355c0,AI_SERVER_SHIPMENTS,2382,2382.TW,廣達,UNKNOWN,WATCH_RESEARCH,GATE_2_TRANSMISSION,STOCK_BLOCKED_WEAK_EDGE,NOT_TRIGGERED,2026-09-06T02:30:46.727693+00:00
20260906T102742+0800-8e1355c0,DATACENTER_COOLING_INFRA,3017,3017.TW,奇鋐,PERSISTENT,WATCH_RESEARCH,GATE_1_CAUSAL,STOCK_BLOCKED_WEAK_EDGE,NOT_TRIGGERED,2026-09-06T02:30:46.727693+00:00
20260906T102742+0800-8e1355c0,SPECIALTY_MEMORY_PRICING,2344,2344.TW,華邦電,UNKNOWN,WATCH_RESEARCH,GATE_1_CAUSAL,STOCK_BLOCKED_WEAK_EDGE,NOT_TRIGGERED,2026-09-06T02:30:46.727693+00:00
20260906T102742+0800-8e1355c0,LEADING_EDGE_FOUNDRY_AI_DEMAND,2330,2330.TW,台積電,UNKNOWN,WATCH_RESEARCH,GATE_1_CAUSAL,ETF_CORE_PREFERRED,NOT_TRIGGERED,2026-09-06T02:30:46.727693+00:00
20260906T102742+0800-8e1355c0,MATURE_NODE_FOUNDRY_UTILIZATION,2303,2303.TW,聯電,UNKNOWN,WATCH_RESEARCH,GATE_1_CAUSAL,STOCK_BLOCKED_WEAK_EDGE,NOT_TRIGGERED,2026-09-06T02:30:46.727693+00:00
20260906T102742+0800-8e1355c0,MEMORY_IC_CYCLE,5351,5351.TWO,鈺創,PULLBACK,WATCH_RESEARCH,GATE_1_CAUSAL,STOCK_BLOCKED_WEAK_EDGE,NOT_TRIGGERED,2026-09-06T02:30:46.727693+00:00
20260906T102742+0800-8e1355c0,NAND_STORAGE_CYCLE,8299,8299.TWO,群聯,BROKEN,WATCH_RESEARCH,GATE_2_TRANSMISSION,STOCK_BLOCKED_WEAK_EDGE,NOT_TRIGGERED,2026-09-06T02:30:46.727693+00:00
20260906T102742+0800-8e1355c0,SPECIALTY_MEMORY_PRICING,2337,2337.TW,旺宏,BROKEN,WATCH_RESEARCH,GATE_1_CAUSAL,STOCK_BLOCKED_WEAK_EDGE,NOT_TRIGGERED,2026-09-06T02:30:46.727693+00:00
20260906T102742+0800-8e1355c0,NAND_STORAGE_CYCLE,3260,3260.TWO,威剛,BROKEN,WATCH_RESEARCH,GATE_2_TRANSMISSION,STOCK_BLOCKED_WEAK_EDGE,NOT_TRIGGERED,2026-09-06T02:30:46.727693+00:00
20260906T102742+0800-8e1355c0,MATURE_NODE_FOUNDRY_UTILIZATION,5347,5347.TWO,世界,BROKEN,WATCH_RESEARCH,GATE_1_CAUSAL,STOCK_BLOCKED_WEAK_EDGE,NOT_TRIGGERED,2026-09-06T02:30:46.727693+00:00
20260906T102742+0800-8e1355c0,MATURE_NODE_FOUNDRY_UTILIZATION,6770,6770.TW,力積電,BROKEN,WATCH_RESEARCH,GATE_1_CAUSAL,STOCK_BLOCKED_WEAK_EDGE,NOT_TRIGGERED,2026-09-06T02:30:46.727693+00:00
20260906T102742+0800-8e1355c0,AI_NETWORKING_UPGRADE,2345,2345.TW,智邦,BROKEN,WATCH_RESEARCH,GATE_1_CAUSAL,STOCK_BLOCKED_WEAK_EDGE,NOT_TRIGGERED,2026-09-06T02:30:46.727693+00:00
20260906T102742+0800-8e1355c0,POWER_ELECTRONICS_CAPEX,1519,1519.TW,華城,UNKNOWN,WATCH_RESEARCH,GATE_1_CAUSAL,STOCK_BLOCKED_WEAK_EDGE,NOT_TRIGGERED,2026-09-06T02:30:46.727693+00:00
20260906T102742+0800-8e1355c0,NAND_STORAGE_CYCLE,5289,5289.TWO,宜鼎,BROKEN,WATCH_RESEARCH,GATE_2_TRANSMISSION,STOCK_BLOCKED_WEAK_EDGE,NOT_TRIGGERED,2026-09-06T02:30:46.727693+00:00
20260906T102742+0800-8e1355c0,POWER_ELECTRONICS_CAPEX,2308,2308.TW,台達電,UNKNOWN,WATCH_RESEARCH,GATE_1_CAUSAL,STOCK_BLOCKED_WEAK_EDGE,NOT_TRIGGERED,2026-09-06T02:30:46.727693+00:00
20260906T102742+0800-8e1355c0,POWER_ELECTRONICS_CAPEX,1513,1513.TW,中興電,UNKNOWN,WATCH_RESEARCH,GATE_1_CAUSAL,STOCK_BLOCKED_WEAK_EDGE,NOT_TRIGGERED,2026-09-06T02:30:46.727693+00:00
20260906T102742+0800-8e1355c0,DATACENTER_POWER_INFRA,2308,2308.TW,台達電,UNKNOWN,WATCH_RESEARCH,GATE_1_CAUSAL,STOCK_BLOCKED_WEAK_EDGE,NOT_TRIGGERED,2026-09-06T02:30:46.727693+00:00
20260906T102742+0800-8e1355c0,AI_SERVER_THERMAL_DENSITY,8996,8996.TW,高力,UNKNOWN,WATCH_RESEARCH,GATE_1_CAUSAL,STOCK_BLOCKED_WEAK_EDGE,NOT_TRIGGERED,2026-09-06T02:30:46.727693+00:00
20260906T102742+0800-8e1355c0,COPPER_COMMODITY_TRADE_INVENTORY,1605,1605.TW,華新,PERSISTENT,WATCH_RESEARCH,GATE_1_CAUSAL,STOCK_BLOCKED_WEAK_EDGE,NOT_TRIGGERED,2026-09-06T02:30:46.727693+00:00
20260906T102742+0800-8e1355c0,DATACENTER_COOLING_INFRA,8996,8996.TW,高力,UNKNOWN,WATCH_RESEARCH,GATE_1_CAUSAL,STOCK_BLOCKED_WEAK_EDGE,NOT_TRIGGERED,2026-09-06T02:30:46.727693+00:00
20260906T102742+0800-8e1355c0,COPPER_COMMODITY_TRADE_INVENTORY,1608,1608.TW,華榮,UNKNOWN,WATCH_RESEARCH,GATE_1_CAUSAL,STOCK_BLOCKED_WEAK_EDGE,NOT_TRIGGERED,2026-09-06T02:30:46.727693+00:00
20260906T102742+0800-8e1355c0,CONSUMER_ELECTRONICS_CYCLE,4938,4938.TW,和碩,CONFIRMING,WATCH_RESEARCH,GATE_1_CAUSAL,STOCK_BLOCKED_WEAK_EDGE,NOT_TRIGGERED,2026-09-06T02:30:46.727693+00:00
20260906T102742+0800-8e1355c0,AI_SERVER_THERMAL_DENSITY,6230,6230.TW,尼得科超眾,BROKEN,WATCH_RESEARCH,GATE_1_CAUSAL,STOCK_BLOCKED_WEAK_EDGE,NOT_TRIGGERED,2026-09-06T02:30:46.727693+00:00
20260906T102742+0800-8e1355c0,COPPER_COMMODITY_TRADE_INVENTORY,1609,1609.TW,大亞,BROKEN,WATCH_RESEARCH,GATE_1_CAUSAL,STOCK_BLOCKED_WEAK_EDGE,NOT_TRIGGERED,2026-09-06T02:30:46.727693+00:00
20260906T102742+0800-8e1355c0,DATACENTER_POWER_INFRA,6409,6409.TW,旭隼,BROKEN,WATCH_RESEARCH,GATE_1_CAUSAL,STOCK_BLOCKED_WEAK_EDGE,NOT_TRIGGERED,2026-09-06T02:30:46.727693+00:00
20260906T102742+0800-8e1355c0,AI_NETWORKING_UPGRADE,6285,6285.TW,啟碁,BROKEN,WATCH_RESEARCH,GATE_1_CAUSAL,STOCK_BLOCKED_WEAK_EDGE,NOT_TRIGGERED,2026-09-06T02:30:46.727693+00:00
20260906T102742+0800-8e1355c0,AI_SERVER_THERMAL_DENSITY,3324,3324.TWO,雙鴻,EXTENDED,WATCH_RESEARCH,GATE_1_CAUSAL,STOCK_BLOCKED_WEAK_EDGE,NOT_TRIGGERED,2026-09-06T02:30:46.727693+00:00
20260906T102742+0800-8e1355c0,AI_NETWORKING_UPGRADE,3596,3596.TW,智易,BROKEN,WATCH_RESEARCH,GATE_1_CAUSAL,STOCK_BLOCKED_WEAK_EDGE,NOT_TRIGGERED,2026-09-06T02:30:46.727693+00:00
20260906T102742+0800-8e1355c0,AI_NETWORKING_UPGRADE,5388,5388.TW,中磊,BROKEN,WATCH_RESEARCH,GATE_1_CAUSAL,STOCK_BLOCKED_WEAK_EDGE,NOT_TRIGGERED,2026-09-06T02:30:46.727693+00:00
