run_id,driver_id,driver_label,global_theme,taiwan_code,taiwan_name_seed,economic_role,linkage_tier,linkage_confidence,polarity,link_mechanism,evidence_required,edge_status,provenance_status,review_after,enabled,review_after_parsed,review_overdue,missing_provenance,duplicate_edge
20260906T100352+0800-b33e1cef,AI_SERVER_THERMAL_DENSITY,AI server thermal density / liquid cooling,AI_Server,8996,高力,liquid_cooling_heat_exchange,STRONG,0.78,POSITIVE,AI liquid cooling heat-exchanger demand,AI data-center cooling orders,SEED,NEEDS_SOURCE_BACKFILL,2026-12-31,1,2026-12-31,False,True,False
20260906T100352+0800-b33e1cef,DATACENTER_COOLING_INFRA,Data-center cooling infrastructure capex,AI_Infrastructure,3017,奇鋐,thermal_management,STRONG,0.8,POSITIVE,Data-center thermal infrastructure,AI cooling revenue / order evidence,SEED,NEEDS_SOURCE_BACKFILL,2026-12-31,1,2026-12-31,False,True,False
20260906T100352+0800-b33e1cef,DATACENTER_COOLING_INFRA,Data-center cooling infrastructure capex,AI_Infrastructure,3324,雙鴻,thermal_management,STRONG,0.8,POSITIVE,Data-center thermal infrastructure,liquid cooling / server revenue evidence,SEED,NEEDS_SOURCE_BACKFILL,2026-12-31,1,2026-12-31,False,True,False
20260906T100352+0800-b33e1cef,DATACENTER_COOLING_INFRA,Data-center cooling infrastructure capex,AI_Infrastructure,8996,高力,liquid_cooling_heat_exchange,STRONG,0.82,POSITIVE,Data-center heat exchange and liquid cooling,AI data-center cooling orders,SEED,NEEDS_SOURCE_BACKFILL,2026-12-31,1,2026-12-31,False,True,False
20260906T100352+0800-b33e1cef,DATACENTER_POWER_INFRA,Data-center power infrastructure capex,AI_Infrastructure,2308,台達電,power_and_thermal_infrastructure,STRONG,0.88,POSITIVE,Data-center power and thermal infrastructure,data-center power / cooling revenue evidence,SEED,NEEDS_SOURCE_BACKFILL,2026-12-31,1,2026-12-31,False,True,False
20260906T100352+0800-b33e1cef,DATACENTER_POWER_INFRA,Data-center power infrastructure capex,AI_Infrastructure,6409,旭隼,ups_power,STRONG,0.78,POSITIVE,Data-center UPS and power continuity,UPS demand / data-center exposure,SEED,NEEDS_SOURCE_BACKFILL,2026-12-31,1,2026-12-31,False,True,False
20260906T100352+0800-b33e1cef,AI_NETWORKING_UPGRADE,800G/1.6T AI networking upgrade,AI_Networking,2345,智邦,network_switch,DIRECT,0.95,POSITIVE,AI cluster networking and high-speed switch demand,800G/1.6T orders / hyperscaler exposure,SEED,NEEDS_SOURCE_BACKFILL,2026-12-31,1,2026-12-31,False,True,False
20260906T100352+0800-b33e1cef,AI_NETWORKING_UPGRADE,800G/1.6T AI networking upgrade,AI_Networking,6285,啟碁,networking_equipment,STRONG,0.76,POSITIVE,Enterprise and data-center networking demand,product / customer exposure evidence,SEED,NEEDS_SOURCE_BACKFILL,2026-12-31,1,2026-12-31,False,True,False
20260906T100352+0800-b33e1cef,AI_NETWORKING_UPGRADE,800G/1.6T AI networking upgrade,AI_Networking,5388,中磊,networking_equipment,STRONG,0.72,POSITIVE,Network equipment demand,product / customer exposure evidence,SEED,NEEDS_SOURCE_BACKFILL,2026-12-31,1,2026-12-31,False,True,False
20260906T100352+0800-b33e1cef,AI_NETWORKING_UPGRADE,800G/1.6T AI networking upgrade,AI_Networking,3596,智易,networking_equipment,STRONG,0.72,POSITIVE,Network equipment demand,product / customer exposure evidence,SEED,NEEDS_SOURCE_BACKFILL,2026-12-31,1,2026-12-31,False,True,False
20260906T100352+0800-b33e1cef,AI_NETWORKING_UPGRADE,800G/1.6T AI networking upgrade,AI_Networking,3704,合勤控,networking_equipment,SECOND_ORDER,0.62,POSITIVE,Networking demand cycle,enterprise / telecom demand evidence,SEED,NEEDS_SOURCE_BACKFILL,2026-12-31,1,2026-12-31,False,True,False
20260906T100352+0800-b33e1cef,DRAM_PRICING,Commodity DRAM pricing / bit demand,Memory,2408,南亞科,dram_manufacturer,DIRECT,0.98,POSITIVE,DRAM pricing and demand cycle,DRAM ASP / bit shipments / inventory,SEED,NEEDS_SOURCE_BACKFILL,2026-12-31,1,2026-12-31,False,True,False
20260906T100352+0800-b33e1cef,SPECIALTY_MEMORY_PRICING,Specialty DRAM / NOR / NAND pricing,Memory,2344,華邦電,memory_manufacturer,DIRECT,0.95,POSITIVE,Specialty DRAM and NOR memory cycle,memory ASP / utilization / inventory,SEED,NEEDS_SOURCE_BACKFILL,2026-12-31,1,2026-12-31,False,True,False
20260906T100352+0800-b33e1cef,SPECIALTY_MEMORY_PRICING,Specialty DRAM / NOR / NAND pricing,Memory,2337,旺宏,memory_manufacturer,DIRECT,0.92,POSITIVE,NOR and NAND memory pricing cycle,memory ASP / utilization / inventory,SEED,NEEDS_SOURCE_BACKFILL,2026-12-31,1,2026-12-31,False,True,False
20260906T100352+0800-b33e1cef,MEMORY_IC_CYCLE,Memory IC design demand / ASP cycle,Memory,3006,晶豪科,memory_ic_design,DIRECT,0.92,POSITIVE,DRAM / Flash IC demand and pricing,memory product revenue / ASP evidence,SEED,NEEDS_SOURCE_BACKFILL,2026-12-31,1,2026-12-31,False,True,False
20260906T100352+0800-b33e1cef,MEMORY_IC_CYCLE,Memory IC design demand / ASP cycle,Memory,5351,鈺創,memory_ic_design,STRONG,0.84,POSITIVE,Memory IC cycle,memory revenue / ASP evidence,SEED,NEEDS_SOURCE_BACKFILL,2026-12-31,1,2026-12-31,False,True,False
20260906T100352+0800-b33e1cef,NAND_STORAGE_CYCLE,NAND / storage controller and module cycle,Memory,8299,群聯,memory_controller,DIRECT,0.92,POSITIVE,NAND controller and storage demand cycle,NAND pricing / controller shipments,SEED,NEEDS_SOURCE_BACKFILL,2026-12-31,1,2026-12-31,False,True,False
20260906T100352+0800-b33e1cef,NAND_STORAGE_CYCLE,NAND / storage controller and module cycle,Memory,3260,威剛,memory_module,DIRECT,0.9,POSITIVE,DRAM and NAND module pricing cycle,inventory gains / module ASP / demand,SEED,NEEDS_SOURCE_BACKFILL,2026-12-31,1,2026-12-31,False,True,False
20260906T100352+0800-b33e1cef,NAND_STORAGE_CYCLE,NAND / storage controller and module cycle,Memory,4967,十銓,memory_module,DIRECT,0.88,POSITIVE,DRAM and NAND module pricing cycle,inventory / module ASP / demand,SEED,NEEDS_SOURCE_BACKFILL,2026-12-31,1,2026-12-31,False,True,False
20260906T100352+0800-b33e1cef,NAND_STORAGE_CYCLE,NAND / storage controller and module cycle,Memory,5289,宜鼎,memory_module_industrial,DIRECT,0.86,POSITIVE,Industrial memory and storage demand,industrial memory revenue / ASP,SEED,NEEDS_SOURCE_BACKFILL,2026-12-31,1,2026-12-31,False,True,False
20260906T100352+0800-b33e1cef,LEADING_EDGE_FOUNDRY_AI_DEMAND,Leading-edge foundry AI/HPC node demand,Foundry,2330,台積電,leading_edge_foundry,DIRECT,0.99,POSITIVE,Leading-edge AI/HPC wafer demand and advanced-node capacity cycle,advanced-node utilization / AI-HPC wafer demand / pricing / capacity evidence,SEED,NEEDS_SOURCE_BACKFILL,2026-12-31,1,2026-12-31,False,True,False
20260906T100352+0800-b33e1cef,MATURE_NODE_FOUNDRY_UTILIZATION,Mature-node foundry utilization / pricing,Foundry,2303,聯電,mature_node_foundry,DIRECT,0.95,POSITIVE,Mature-node foundry utilization and pricing cycle,mature-node utilization / wafer pricing / customer inventory / end-demand,SEED,NEEDS_SOURCE_BACKFILL,2026-12-31,1,2026-12-31,False,True,False
20260906T100352+0800-b33e1cef,MATURE_NODE_FOUNDRY_UTILIZATION,Mature-node foundry utilization / pricing,Foundry,5347,世界,mature_specialty_foundry,DIRECT,0.92,POSITIVE,Mature and specialty-node foundry utilization cycle,specialty-node utilization / ASP / customer demand,SEED,NEEDS_SOURCE_BACKFILL,2026-12-31,1,2026-12-31,False,True,False
20260906T100352+0800-b33e1cef,MATURE_NODE_FOUNDRY_UTILIZATION,Mature-node foundry utilization / pricing,Foundry,6770,力積電,mature_memory_foundry,DIRECT,0.92,POSITIVE,Memory and mature-node foundry utilization cycle,mature-node utilization / pricing / memory mix / customer demand,SEED,NEEDS_SOURCE_BACKFILL,2026-12-31,1,2026-12-31,False,True,False
20260906T100352+0800-b33e1cef,WAFER_FAB_EQUIPMENT_CAPEX,Wafer-fab equipment capex,Semiconductor_Equipment,3131,弘塑,wet_process_equipment,STRONG,0.85,POSITIVE,Advanced packaging and fab equipment capex,order backlog / advanced packaging exposure,SEED,NEEDS_SOURCE_BACKFILL,2026-12-31,1,2026-12-31,False,True,False
20260906T100352+0800-b33e1cef,WAFER_FAB_EQUIPMENT_CAPEX,Wafer-fab equipment capex,Semiconductor_Equipment,3583,辛耘,semicap_equipment,STRONG,0.84,POSITIVE,Foundry and advanced packaging capex,order backlog / customer capex,SEED,NEEDS_SOURCE_BACKFILL,2026-12-31,1,2026-12-31,False,True,False
20260906T100352+0800-b33e1cef,WAFER_FAB_EQUIPMENT_CAPEX,Wafer-fab equipment capex,Semiconductor_Equipment,6187,萬潤,semicap_equipment,STRONG,0.82,POSITIVE,Advanced packaging equipment demand,AI/HBM packaging orders,SEED,NEEDS_SOURCE_BACKFILL,2026-12-31,1,2026-12-31,False,True,False
20260906T100352+0800-b33e1cef,ADVANCED_PACKAGING_TEST_CAPEX,Advanced packaging / test capex,Semiconductor_Equipment,6640,均華,packaging_equipment,STRONG,0.82,POSITIVE,Advanced packaging equipment demand,customer orders / advanced packaging mix,SEED,NEEDS_SOURCE_BACKFILL,2026-12-31,1,2026-12-31,False,True,False
20260906T100352+0800-b33e1cef,ADVANCED_PACKAGING_TEST_CAPEX,Advanced packaging / test capex,Semiconductor_Equipment,6223,旺矽,probe_and_test,STRONG,0.82,POSITIVE,Advanced chip probing and test demand,AI/HPC probe-card orders,SEED,NEEDS_SOURCE_BACKFILL,2026-12-31,1,2026-12-31,False,True,False
20260906T100352+0800-b33e1cef,ADVANCED_PACKAGING_TEST_CAPEX,Advanced packaging / test capex,Semiconductor_Equipment,6510,精測,test_interface,STRONG,0.78,POSITIVE,Advanced chip test interface demand,AI/HPC test demand / customer mix,SEED,NEEDS_SOURCE_BACKFILL,2026-12-31,1,2026-12-31,False,True,False
20260906T100352+0800-b33e1cef,WAFER_FAB_EQUIPMENT_CAPEX,Wafer-fab equipment capex,Semiconductor_Equipment,3680,家登,semicap_consumables,STRONG,0.78,POSITIVE,Advanced-node fab consumables and EUV ecosystem,customer qualification / capacity demand,SEED,NEEDS_SOURCE_BACKFILL,2026-12-31,1,2026-12-31,False,True,False
20260906T100352+0800-b33e1cef,MLCC_DEMAND_PRICING,MLCC demand / pricing cycle,MLCC,2327,國巨,passive_components,DIRECT,0.95,POSITIVE,MLCC and passive component pricing and demand,utilization / price / order evidence,SEED,NEEDS_SOURCE_BACKFILL,2026-12-31,1,2026-12-31,False,True,False
20260906T100352+0800-b33e1cef,MLCC_DEMAND_PRICING,MLCC demand / pricing cycle,MLCC,2492,華新科,passive_components,DIRECT,0.92,POSITIVE,MLCC and passive component cycle,utilization / price / order evidence,SEED,NEEDS_SOURCE_BACKFILL,2026-12-31,1,2026-12-31,False,True,False
20260906T100352+0800-b33e1cef,MLCC_DEMAND_PRICING,MLCC demand / pricing cycle,MLCC,3026,禾伸堂,passive_components,STRONG,0.82,POSITIVE,MLCC and passive component cycle,MLCC revenue / order evidence,SEED,NEEDS_SOURCE_BACKFILL,2026-12-31,1,2026-12-31,False,True,False
20260906T100352+0800-b33e1cef,GRID_CAPEX,Grid modernization / transformer and cable capex,Power_Grid,1519,華城,transformer_grid,DIRECT,0.96,POSITIVE,Grid transformer and substation capex,order backlog / US grid exposure,SEED,NEEDS_SOURCE_BACKFILL,2026-12-31,1,2026-12-31,False,True,False
20260906T100352+0800-b33e1cef,GRID_CAPEX,Grid modernization / transformer and cable capex,Power_Grid,1513,中興電,grid_equipment,DIRECT,0.94,POSITIVE,Grid and substation capex,order backlog / utility capex exposure,SEED,NEEDS_SOURCE_BACKFILL,2026-12-31,1,2026-12-31,False,True,False
20260906T100352+0800-b33e1cef,GRID_CAPEX,Grid modernization / transformer and cable capex,Power_Grid,1503,士電,grid_equipment,STRONG,0.88,POSITIVE,Transformer and electrical equipment capex,order backlog / grid exposure,SEED,NEEDS_SOURCE_BACKFILL,2026-12-31,1,2026-12-31,False,True,False
20260906T100352+0800-b33e1cef,GRID_CAPEX,Grid modernization / transformer and cable capex,Power_Grid,1609,大亞,cable_and_grid,STRONG,0.82,POSITIVE,Physical power-cable volume and grid build-out,cable order backlog / grid projects / shipment volume; copper price alone insufficient,SEED,NEEDS_SOURCE_BACKFILL,2026-12-31,1,2026-12-31,False,True,False
20260906T100352+0800-b33e1cef,GRID_CAPEX,Grid modernization / transformer and cable capex,Power_Grid,1608,華榮,cable_and_grid,STRONG,0.78,POSITIVE,Physical power-cable volume and grid build-out,cable order backlog / grid projects / shipment volume; copper price alone insufficient,SEED,NEEDS_SOURCE_BACKFILL,2026-12-31,1,2026-12-31,False,True,False
20260906T100352+0800-b33e1cef,POWER_ELECTRONICS_CAPEX,Power equipment / electronics capex,Power,1519,華城,transformer_grid,STRONG,0.86,POSITIVE,Power demand drives transformer and grid capex,order backlog / utility projects,SEED,NEEDS_SOURCE_BACKFILL,2026-12-31,1,2026-12-31,False,True,False
20260906T100352+0800-b33e1cef,POWER_ELECTRONICS_CAPEX,Power equipment / electronics capex,Power,1513,中興電,grid_equipment,STRONG,0.84,POSITIVE,Power demand drives substation and grid capex,order backlog / utility projects,SEED,NEEDS_SOURCE_BACKFILL,2026-12-31,1,2026-12-31,False,True,False
20260906T100352+0800-b33e1cef,POWER_ELECTRONICS_CAPEX,Power equipment / electronics capex,Power,2308,台達電,power_electronics,STRONG,0.82,POSITIVE,Power demand and data-center power electronics,data-center power revenue / orders,SEED,NEEDS_SOURCE_BACKFILL,2026-12-31,1,2026-12-31,False,True,False
20260906T100352+0800-b33e1cef,NUCLEAR_GRID_SECOND_ORDER,Nuclear buildout second-order grid equipment,Nuclear_Power,1519,華城,grid_equipment,SPECULATIVE,0.35,POSITIVE,Nuclear build-out may create secondary grid equipment demand,project-specific evidence required,SEED,NEEDS_SOURCE_BACKFILL,2026-12-31,1,2026-12-31,False,True,False
20260906T100352+0800-b33e1cef,NUCLEAR_GRID_SECOND_ORDER,Nuclear buildout second-order grid equipment,Nuclear_Power,1513,中興電,grid_equipment,SPECULATIVE,0.35,POSITIVE,Nuclear build-out may create secondary grid equipment demand,project-specific evidence required,SEED,NEEDS_SOURCE_BACKFILL,2026-12-31,1,2026-12-31,False,True,False
20260906T100352+0800-b33e1cef,CONTAINER_FREIGHT,Container freight / liner shipping cycle,Shipping,2603,長榮,container_shipping,DIRECT,0.95,POSITIVE,Container freight rate and capacity cycle,freight rates / load factor / capacity,SEED,NEEDS_SOURCE_BACKFILL,2026-12-31,1,2026-12-31,False,True,False
20260906T100352+0800-b33e1cef,CONTAINER_FREIGHT,Container freight / liner shipping cycle,Shipping,2609,陽明,container_shipping,DIRECT,0.95,POSITIVE,Container freight rate and capacity cycle,freight rates / load factor / capacity,SEED,NEEDS_SOURCE_BACKFILL,2026-12-31,1,2026-12-31,False,True,False
20260906T100352+0800-b33e1cef,CONTAINER_FREIGHT,Container freight / liner shipping cycle,Shipping,2615,萬海,container_shipping,DIRECT,0.95,POSITIVE,Container freight rate and capacity cycle,freight rates / load factor / capacity,SEED,NEEDS_SOURCE_BACKFILL,2026-12-31,1,2026-12-31,False,True,False
20260906T100352+0800-b33e1cef,DRY_BULK_FREIGHT,Dry-bulk freight / commodity shipping cycle,Shipping,2605,新興,dry_bulk_shipping,DIRECT,0.9,POSITIVE,Dry-bulk freight and vessel supply cycle,BDI/Capesize / fleet supply / charter rates,SEED,NEEDS_SOURCE_BACKFILL,2026-12-31,1,2026-12-31,False,True,False
20260906T100352+0800-b33e1cef,DRY_BULK_FREIGHT,Dry-bulk freight / commodity shipping cycle,Shipping,2606,裕民,dry_bulk_shipping,DIRECT,0.92,POSITIVE,Dry-bulk freight and vessel supply cycle,BDI/Capesize / fleet supply / charter rates,SEED,NEEDS_SOURCE_BACKFILL,2026-12-31,1,2026-12-31,False,True,False
20260906T100352+0800-b33e1cef,DRY_BULK_FREIGHT,Dry-bulk freight / commodity shipping cycle,Shipping,2617,台航,dry_bulk_shipping,DIRECT,0.9,POSITIVE,Dry-bulk freight and vessel supply cycle,BDI/Capesize / fleet supply / charter rates,SEED,NEEDS_SOURCE_BACKFILL,2026-12-31,1,2026-12-31,False,True,False
20260906T100352+0800-b33e1cef,DRY_BULK_FREIGHT,Dry-bulk freight / commodity shipping cycle,Shipping,2637,慧洋-KY,dry_bulk_shipping,DIRECT,0.92,POSITIVE,Dry-bulk freight and vessel supply cycle,BDI/Capesize / fleet supply / charter rates,SEED,NEEDS_SOURCE_BACKFILL,2026-12-31,1,2026-12-31,False,True,False
20260906T100352+0800-b33e1cef,COPPER_COMMODITY_TRADE_INVENTORY,Copper commodity price / trade-inventory cycle,Copper,1609,大亞,copper_wire_cable,STRONG,0.82,POSITIVE,Copper price pass-through and inventory valuation exposure; not proof of cable volume growth,copper pass-through / inventory position / cable ASP / margin evidence,SEED,NEEDS_SOURCE_BACKFILL,2026-12-31,1,2026-12-31,False,True,False
20260906T100352+0800-b33e1cef,COPPER_COMMODITY_TRADE_INVENTORY,Copper commodity price / trade-inventory cycle,Copper,1608,華榮,copper_wire_cable,STRONG,0.78,POSITIVE,Copper price pass-through and inventory valuation exposure; not proof of cable volume growth,copper pass-through / inventory position / cable ASP / margin evidence,SEED,NEEDS_SOURCE_BACKFILL,2026-12-31,1,2026-12-31,False,True,False
20260906T100352+0800-b33e1cef,COPPER_COMMODITY_TRADE_INVENTORY,Copper commodity price / trade-inventory cycle,Copper,1605,華新,copper_and_metals,SECOND_ORDER,0.64,POSITIVE,Metals pricing and inventory exposure; downstream demand must be validated separately,segment mix / metal price sensitivity / inventory and margin evidence,SEED,NEEDS_SOURCE_BACKFILL,2026-12-31,1,2026-12-31,False,True,False
20260906T100352+0800-b33e1cef,ENTERPRISE_CYBER_SPEND,Enterprise cybersecurity spending,Cybersecurity,3029,零壹,security_distribution,SECOND_ORDER,0.64,POSITIVE,Enterprise security spending may transmit through channel demand,security product mix / vendor exposure / orders,SEED,NEEDS_SOURCE_BACKFILL,2026-12-31,1,2026-12-31,False,True,False
20260906T100352+0800-b33e1cef,ENTERPRISE_CYBER_SPEND,Enterprise cybersecurity spending,Cybersecurity,6140,訊達,enterprise_it_channel,SECOND_ORDER,0.58,POSITIVE,Enterprise IT/security spending may affect channel demand,security vendor mix / project orders,SEED,NEEDS_SOURCE_BACKFILL,2026-12-31,1,2026-12-31,False,True,False
20260906T100352+0800-b33e1cef,BIOPHARMA_RISK_APPETITE,Biopharma risk appetite / clinical-commercial cycle,Biotech,6446,藥華藥,biopharma,SECOND_ORDER,0.55,POSITIVE,Global biotech risk appetite is only a weak factor transmission,company-specific clinical/commercial evidence mandatory,SEED,NEEDS_SOURCE_BACKFILL,2026-12-31,1,2026-12-31,False,True,False
20260906T100352+0800-b33e1cef,BIOPHARMA_RISK_APPETITE,Biopharma risk appetite / clinical-commercial cycle,Biotech,6472,保瑞,pharma_cdmo,SECOND_ORDER,0.55,POSITIVE,Global biotech/pharma conditions are only a weak factor transmission,company-specific earnings / order evidence mandatory,SEED,NEEDS_SOURCE_BACKFILL,2026-12-31,1,2026-12-31,False,True,False
20260906T100352+0800-b33e1cef,GENOMICS_RISK_APPETITE,Genomics risk appetite / platform cycle,Genomics,6446,藥華藥,biopharma,SPECULATIVE,0.3,POSITIVE,Genomics ETF strength does not directly map to this company,company-specific evidence mandatory,SEED,NEEDS_SOURCE_BACKFILL,2026-12-31,1,2026-12-31,False,True,False
20260906T100352+0800-b33e1cef,FINANCIALS_RATE_CREDIT_CYCLE,Financials rate / credit / margin cycle,Financials,2881,富邦金,financials,DIRECT,0.8,POSITIVE,Financial conditions and capital-market cycle,rate / credit / investment income evidence,SEED,NEEDS_SOURCE_BACKFILL,2026-12-31,1,2026-12-31,False,True,False
20260906T100352+0800-b33e1cef,FINANCIALS_RATE_CREDIT_CYCLE,Financials rate / credit / margin cycle,Financials,2882,國泰金,financials,DIRECT,0.8,POSITIVE,Financial conditions and capital-market cycle,rate / credit / investment income evidence,SEED,NEEDS_SOURCE_BACKFILL,2026-12-31,1,2026-12-31,False,True,False
20260906T100352+0800-b33e1cef,FINANCIALS_RATE_CREDIT_CYCLE,Financials rate / credit / margin cycle,Financials,2891,中信金,financials,DIRECT,0.8,POSITIVE,Financial conditions and credit cycle,credit / NIM / fee-income evidence,SEED,NEEDS_SOURCE_BACKFILL,2026-12-31,1,2026-12-31,False,True,False
20260906T100352+0800-b33e1cef,FINANCIALS_RATE_CREDIT_CYCLE,Financials rate / credit / margin cycle,Financials,2886,兆豐金,financials,DIRECT,0.78,POSITIVE,Financial conditions and bank earnings cycle,NIM / credit / fee-income evidence,SEED,NEEDS_SOURCE_BACKFILL,2026-12-31,1,2026-12-31,False,True,False
20260906T100352+0800-b33e1cef,CONSUMER_ELECTRONICS_CYCLE,Consumer electronics demand cycle,Consumer_Tech,2317,鴻海,electronics_manufacturing,SECOND_ORDER,0.62,POSITIVE,Consumer electronics cycle may affect manufacturing demand,customer/product mix evidence required,SEED,NEEDS_SOURCE_BACKFILL,2026-12-31,1,2026-12-31,False,True,False
20260906T100352+0800-b33e1cef,CONSUMER_ELECTRONICS_CYCLE,Consumer electronics demand cycle,Consumer_Tech,4938,和碩,electronics_manufacturing,SECOND_ORDER,0.62,POSITIVE,Consumer electronics cycle may affect manufacturing demand,customer/product mix evidence required,SEED,NEEDS_SOURCE_BACKFILL,2026-12-31,1,2026-12-31,False,True,False
